Date,Sequential_Number,Mitzvah_Type_Number,Summary,Biblical_Source,Sefaria_Link
2026-03-05,274,Negative 11,"We are prohibited from making a pillar to which we attach ourselves and honor, even if it positioned to serve G-d upon it.",Devarim 23:8-9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.11?lang=bi
2026-03-06,275,Negative 12,"We are prohibited from making a stone that is designed to bowing upon, even if this was for [bowing to] G-d, may He be blessed.",Devarim 15:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.12?lang=bi
2026-03-06,276,Negative 13,We are prohibited from idolatry.,Devarim 18:20,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.13?lang=bi
2026-03-07,277,Negative 14,We are prohibited from swearing by an idol.,Vayikra 23:36,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.14?lang=bi
2026-03-07,278,Negative 15,"We are prohibited from preaching for an idol, and [for one] to call people to serve it and to make them enthused about it and even if the preacher does not do any of the actions [of idolatry] besides preaching about it.",Devarim 13:12,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.15?lang=bi
2026-03-08,279,Negative 16,We are prohibited from inciting.,Devarim 13:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.16?lang=bi
2026-03-08,280,Negative 17,We are prohibited from an incited one from loving the inciter and from listening to his words.,Shemos 20:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.17?lang=bi
2026-03-09,281,Negative 18,We are prohibited that an incited one refrain from lightening the grudge against the inciter.,Shemos 20:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.18?lang=bi
2026-03-09,282,Negative 19,We are prohibited from he prohibited an incited one from saving the inciter when he sees him in a matter of death or distress.,Vayikra 23:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.19?lang=bi
2026-03-10,283,Negative 20,We are prohibited from an incited one from arguing the merit of the inciter.,Shemos 20:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.20?lang=bi
2026-03-10,284,Negative 21,We are prohibited from an incited one from being silent about something incriminating that he knows about the inciter that will bring about the punishment upon him.,Shemos 20:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.21?lang=bi
2026-03-11,285,Negative 22,We are prohibited from benefiting from the ornaments with which an idol is decorated.,Devarim 7:25,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.22?lang=bi
2026-03-11,286,Negative 23,We are prohibited from rebuilding a condemned city.,Devarim 13:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.23?lang=bi
2026-03-12,287,Negative 24,"We are prohibited from we not benefit from, or at all hold on to, wealth from a condemned city.",Shemos 21:28,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.24?lang=bi
2026-03-12,288,Negative 25,We are prohibited from attaching something from an idol to our wealth.,Devarim 23:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.25?lang=bi
2026-03-13,289,Negative 26,We are prohibited from prophesying in its name.,Devarim 18:15,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.26?lang=bi
2026-03-13,290,Negative 27,We are prohibited from prophesying falsely.,Vayikra 23:36,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.27?lang=bi
2026-03-14,291,Negative 28,We are prohibited from listening to one who prophesies in the name of an idol.,Devarim 18:20,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.28?lang=bi
2026-03-14,292,Negative 29,"We are prohibited from we not be afraid of the false prophet, nor be negligent about killing him, because he prophesied in the name of G-d.",Vayikra 1:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.29?lang=bi
2026-03-15,293,Negative 30,"We are prohibited from following in the ways of the idolaters, and from behaving according to their practices and even with their clothing and with their gatherings in their assemblies.",Vayikra 20:23,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.30?lang=bi
2026-03-15,294,Negative 31,"We are prohibited from divination meaning to say, that one moves the faculty of imagination with a type of stimulus, like all of those with abilities to say what will happen before it does.",Vayikra 19:26,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.31?lang=bi
2026-03-16,295,Negative 32,We are prohibited from doing actions chosen by astrology.,Vayikra 23:36,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.32?lang=bi
2026-03-16,296,Negative 33,"We are prohibited from soothsaying, such as the statement of the empty ones ""I have already returned from the path, I will not finish all that I need""; ""Today is Sunday, I will not benefit anything from having seen thing x.",Devarim 18:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.33?lang=bi
2026-03-17,297,Negative 34,We are prohibited from witchcraft entirely.,Shemos 20:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.34?lang=bi
2026-03-17,298,Negative 35,We are prohibited from being a charmer and that is saying things that they think will be effective for this.,Devarim 12:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.35?lang=bi
2026-03-18,299,Negative 36,We are prohibited from inquiring of someone with an <i>ov</i>.,Shemos 20:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.36?lang=bi
2026-03-18,300,Negative 37,We are prohibited from inquiring of a <i>yidaoni</i>.,Vayikra 23:32,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.37?lang=bi
2026-03-19,301,Negative 38,"We are prohibited from inquiring of the dead as is thought by those that are truly dead, even though they eat and feel and think that one who does such and dresses like this will have a dead person come to him during [his] sleep and tell him what he asks.",Devarim 18:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.38?lang=bi
2026-03-19,302,Negative 39,"We are prohibited from being drawn to the practices of the idolaters, such that women wear mens' clothes and adorn themselves with their ornaments.",Devarim 15:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.39?lang=bi
2026-03-20,303,Negative 40,We are prohibited from men adorning themselves with women's ornaments.,Shemos 20:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.40?lang=bi
2026-03-20,304,Negative 41,"We are prohibited from inscribing colors such as blue, violet and others on our bodies, as is done by the idol worshippers.",Vayikra 19:28,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.41?lang=bi
2026-03-21,305,Negative 42,"We are prohibited from wearing a garment woven of wool and linen, like that which would be worn by the idolatrous priests at that time.",Vayikra 19:28,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.42?lang=bi
2026-03-21,306,Negative 43,We are prohibited from removing the hair of the temples.,Shemos 23:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.43?lang=bi
2026-03-22,307,Negative 44,We are prohibited from shaving the beard and that is [specifically] five parts [of it]: The upper jaw on the right side; the lower jaw on the right side; the upper jaw on the left side; the lower jaw on the left side; and the [chin].,Vayikra 21:5,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.44?lang=bi
2026-03-22,308,Negative 45,"We are prohibited from making a laceration for the dead in our flesh, like the idol worshippers do.",Vayikra 6:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.45?lang=bi
2026-03-23,309,Negative 46,"We are prohibited from dwelling in the Land of Egypt forever, so that we not learn from their practices and not follow their disgraceful ways.",Vayikra 21:1,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.46?lang=bi
2026-03-23,310,Negative 47,We are prohibited from that we not wander after our hearts to the point that we believe doctrines that are the opposite of the doctrines that the Torah obligates us.,Vayikra 21:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.47?lang=bi
2026-03-24,311,Negative 48,"We are prohibited from making a covenant with the heretics meaning, with the seven nations (of Canaan) and to allow them to be secure.",Vayikra 21:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.48?lang=bi
2026-03-24,312,Negative 49,We are prohibited from keeping someone from the seven nations alive so that people not isolate themselves with him and he incite them to idolatry.,Devarim 7:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.49?lang=bi
2026-03-25,313,Negative 50,We are prohibited from at all pitying idolaters and from lauding anything particular to them.,Devarim 12:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.50?lang=bi
2026-03-25,314,Negative 51,"We are prohibited from settling idol worshippers in our land, so that we not learn their heresy, with His saying, ""They shall not dwell in your land lest they cause [you] to sin, etc.",Devarim 14:1,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.51?lang=bi
2026-03-26,315,Negative 52,We are prohibited from marrying heretics.,Vayikra 23:36,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.52?lang=bi
2026-03-26,316,Negative 53,We are prohibited from marrying Ammonites and Moabites exclusively the males even after they have entered the [Jewish] religion.,Devarim 23:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.53?lang=bi
2026-03-27,317,Negative 54,"We are prohibited from distancing the descendants of Esav after they have entered the [Jewish] religion meaning to say, we are forbidden from avoiding marriage with them.",Vayikra 11:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.54?lang=bi
2026-03-27,318,Negative 55,"We are prohibited from not to distance the Egyptians and to abhor marriage to them, after they have entered the [Jewish] religion.",Vayikra 27:32,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.55?lang=bi
2026-03-28,319,Negative 56,We are prohibited from ever making peace with Ammon and Moab.,Devarim 23:7,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.56?lang=bi
2026-03-28,320,Negative 57,We are prohibited from destroying trees in order to distress its people and sadden their hearts.,Vayikra 19:23,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.57?lang=bi
2026-03-29,321,Negative 58,"We are prohibited from being afraid of the enemies during the time of war, and that we not run away from them.",Vayikra 4:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.58?lang=bi
2026-03-29,322,Negative 59,We are prohibited from forgetting that which the descendants of Amalek did to us that they were the first to hurt us.,Devarim 20:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.59?lang=bi
2026-03-30,323,Negative 60,"We are prohibited from cursing the great G-d, may He be greatly exalted from that which the secterians say.",Vayikra 25:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.60?lang=bi
2026-03-30,324,Negative 61,We are prohibited from violating an oath on an utterance.,Vayikra 23:32,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.61?lang=bi
2026-03-31,325,Negative 62,We are prohibited from we not make a vain oath.,Vayikra 23:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.62?lang=bi
2026-03-31,326,Negative 63,We are prohibited from desecrating [G-d's] name.,Devarim 13:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.63?lang=bi
2026-04-01,327,Negative 64,"We are prohibited from not to test [His] assurances and threats of which His prophets have assured us, in the way of a doubt that we doubt them, once we have ascertained the truth of the prophet that is saying them.",Devarim 6:16,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.64?lang=bi
2026-04-01,328,Negative 65,"We are prohibited from smashing and destroying houses of divine service; and from destroying books of prophecy, such that we not erase the glorious names [of G-d] and that which is similar to them.",Devarim 12:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.65?lang=bi
2026-04-02,329,Negative 66,"We are prohibited from leaving one hung on a tree overnight; so that the 'blessing' of G-d not spread as a result of this, due to one's reflection when he sees it since we only hang a blasphemer and an idol worshipper.",Devarim 21:23,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.66?lang=bi
2026-04-02,330,Negative 67,We are prohibited from being lethargic in guarding the Temple and constantly walking around it the whole night.,Vayikra 27:32,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.67?lang=bi
2026-04-03,331,Negative 68,"We are prohibited from he prohibited the high priest from entering the temple at any time, due to the glory of the temple and its greatness, and [that] he should be afraid and scared of the divine presence.",Vayikra 23:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.68?lang=bi
2026-04-03,332,Negative 69,"We are prohibited from a priest with a blemish to enter the temple - meaning to say the altar, between the [entrance] hall and the altar and the sanctuary.",Shemos 20:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.69?lang=bi
2026-04-04,333,Negative 70,We are prohibited from slaughtering an animal and its offspring on the same day.,Vayikra 23:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.70?lang=bi
2026-04-04,334,Negative 71,We are prohibited from a priest with a temporary blemish - such as scurvy or a scab or that which is similar to them - to serve [in the temple] so long as he has the blemish.,Shemos 20:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.71?lang=bi
2026-04-05,335,Negative 72,We are prohibited from taking the mother bird together with the young.,Vayikra 23:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.72?lang=bi
2026-04-05,336,Negative 73,We are prohibited from entering the Temple or giving instruction about one of the laws of the Torah while we are drunk.,Shemos 22:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.73?lang=bi
2026-04-06,337,Negative 74,We are prohibited from and scripture explains that one who transgresses this negative commandment is liable for death at the hands of the heavens.,Vayikra 23:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.74?lang=bi
2026-04-06,338,Negative 75,"We are prohibited from and in the ninth [chapter] of sanhedrin (sanhedrin 83b), they said, ""from where [do we know that] an impure priest who served is [punished] with death.",Vayikra 23:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.75?lang=bi
2026-04-07,339,Negative 76,We are prohibited from and one who transgresses this negative commandment is liable for death at the hands of the heavens.,Vayikra 23:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.76?lang=bi
2026-04-07,340,Negative 77,We are prohibited from eating a limb torn from a living animal.,Vayikra 23:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.77?lang=bi
2026-04-08,341,Negative 78,"We are prohibited from any impure person from entering the camp of the levites - and that which is similar to it for [all] the generations: the temple mount, as they explained at the beginning of tractate kelim (kelim 1:8).",Shemos 20:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.78?lang=bi
2026-04-08,342,Negative 79,We are prohibited from building an altar of stones that have been touched by iron.,Shemos 20:22,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.79?lang=bi
2026-04-09,343,Negative 80,"We are prohibited from ascending the altar by steps so that one not take a large step, but rather walk with the heel next to the toe.",Vayikra 7:26,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.80?lang=bi
2026-04-09,344,Negative 81,We are prohibited from extinguishing the fire on top of the altar.,Vayikra 23:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.81?lang=bi
2026-04-10,345,Negative 82,We are prohibited from offering any sacrifices on top of the golden altar in the sanctuary.,Devarim 12:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.82?lang=bi
2026-04-10,346,Negative 83,We are prohibited from making oil like the anointing oil.,Shemos 30:31,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.83?lang=bi
2026-04-11,347,Negative 84,We are prohibited from anointing [anyone] besides the high priests and kings with the anointing oil that Moshe made.,Devarim 20:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.84?lang=bi
2026-04-11,348,Negative 85,We are prohibited from making a vapor with the configuration of the [Temple] incense meaning that it be from those spices and proportionate to its measurements and have the intention to vaporize it.,Vayikra 22:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.85?lang=bi
2026-04-12,349,Negative 86,We are prohibited from removing the poles of the ark from the rings.,Vayikra 6:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.86?lang=bi
2026-04-12,350,Negative 87,"We are prohibited from removing the breastplate from the ephod (a type of apron worn by the high priest), but rather that the breastplate be attached to it.",Vayikra 27:32,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.87?lang=bi
2026-04-13,351,Negative 88,"We are prohibited from tearing the edge of the robe of the high priest, but it should rather be woven to its border.",Shemos 13:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.88?lang=bi
2026-04-13,352,Negative 89,We are prohibited from we not sacrifice any of the sacrifices outside.,Shemos 12:6,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.89?lang=bi
2026-04-14,353,Negative 90,We are prohibited from slaughtering any of the sacrifices outside.,Vayikra 17:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.90?lang=bi
2026-04-14,354,Negative 91,We are prohibited from consecrating animals with blemishes on the altar.,Devarim 12:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.91?lang=bi
2026-04-15,355,Negative 92,We are prohibited from sacrificing animals with blemishes.,Vayikra 7:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.92?lang=bi
2026-04-15,356,Negative 93,We are prohibited from sprinkling the blood of animals with blemishes on top of the altar.,Vayikra 11:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.93?lang=bi
2026-04-16,357,Negative 94,We are prohibited from burning up animals with blemishes.,Devarim 12:15,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.94?lang=bi
2026-04-16,358,Negative 95,We are prohibited from offering animals with temporary blemishes.,Devarim 17:1,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.95?lang=bi
2026-04-17,359,Negative 96,"We are prohibited from offering the sacrifices of gentiles when they are animals with blemishes; and we should not say, ""Since he is a gentile, we will offer an animal with a blemish for his sake.",Vayikra 22:25,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.96?lang=bi
2026-04-17,360,Negative 97,We are prohibited from putting a blemish into consecrated animals.,Devarim 15:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.97?lang=bi
2026-04-18,361,Negative 98,We are prohibited from offering leaven or honey.,Shemos 20:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.98?lang=bi
2026-04-18,362,Negative 99,We are prohibited from offering a sacrifice without salt.,Devarim 12:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.99?lang=bi
2026-04-19,363,Negative 100,We are prohibited from offering a harlot's fee or the sale revenue for a dog.,Devarim 23:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.100?lang=bi
2026-04-19,364,Negative 101,We are prohibited from slaughtering an animal and its child on one day.,Vayikra 22:28,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.101?lang=bi
2026-04-20,365,Negative 102,We are prohibited from placing olive oil in the meal-offering of a sinner.,Vayikra 5:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.102?lang=bi
2026-04-20,366,Negative 103,We are prohibited from offering frankincense in the offering of a sinner.,Vayikra 5:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.103?lang=bi
2026-04-21,367,Negative 104,We are prohibited from mixing the meal-offering of a sotah (suspected adulteress) [with oil].,Vayikra 5:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.104?lang=bi
2026-04-21,368,Negative 105,We are prohibited from putting frankincense into the meal-offering of a sotah (suspected adulteress).,Vayikra 5:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.105?lang=bi
2026-04-22,369,Negative 106,We are prohibited from substituting consecrated animals.,Vayikra 27:12-13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.106?lang=bi
2026-04-22,370,Negative 107,"We are prohibited from changing consecrated animals from one sacrifice to another such as if they were peace-offerings, we may not go back to make them a sin-offering.",Vayikra 27:26,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.107?lang=bi
2026-04-23,371,Negative 108,We are prohibited from redeeming a pure firstborn animal.,Bamidbar 18:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.108?lang=bi
2026-04-23,372,Negative 109,We are prohibited from selling the animal tithe in any fashion that it might be.,Vayikra 23:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.109?lang=bi
2026-04-24,373,Negative 110,We are prohibited from selling a field which its owners have dedicated and even to the functionary who is appointed over consecrated property.,Vayikra 27:28,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.110?lang=bi
2026-04-24,374,Negative 111,We are prohibited from redeeming unspecified dedications of land.,Vayikra 23:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.111?lang=bi
2026-04-25,375,Negative 112,We are prohibited from severing the head of the fowl sin-offering at the time of nipping (<i>melikah</i>).,Devarim 16:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.112?lang=bi
2026-04-25,376,Negative 113,We are prohibited from doing work with consecrated animals.,Devarim 15:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.113?lang=bi
2026-04-26,377,Negative 114,We are prohibited from shearing the wool of consecrated animals.,Devarim 15:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.114?lang=bi
2026-04-26,378,Negative 115,We are prohibited from slaughtering the Pesach-offering over chametz (leavened grain products).,Shemos 12:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.115?lang=bi
2026-04-27,379,Negative 116,"We are prohibited from leaving over the innards of the Pesach-sacrifice that were not sacrificed, until they became disqualified by laying overnight.",Vayikra 27:32,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.116?lang=bi
2026-04-27,380,Negative 117,"We are prohibited from leaving over any of the meat of the Pesach-sacrifice until the morrow, meaning the day of the [15th] (of Nissan).",Vayikra 27:32,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.117?lang=bi
2026-04-28,381,Negative 118,"We are prohibited from leaving over any of the meat of the festival-offering that he sacrifices on the 14th (of Nissan) to the third day, but rather to eat it within two days.",Devarim 16:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.118?lang=bi
2026-04-28,382,Negative 119,We are prohibited from leaving over any of the meat of the Second Pesach-offering until the morning.,Devarim 16:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.119?lang=bi
2026-04-29,383,Negative 120,We are prohibited from leaving over any of the meat of the thanksgiving-offering until the morning.,Devarim 16:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.120?lang=bi
2026-04-29,384,Negative 121,We are prohibited from breaking one of the bones of the Pesach-offering.,Shemos 12:46,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.121?lang=bi
2026-04-30,385,Negative 122,We are prohibited from breaking one of the bones of the Second Pesach-offering.,Bamidbar 9:12,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.122?lang=bi
2026-04-30,386,Negative 123,We are prohibited from removing any of the meat of the Pesach-offering outside of the place of the eating group.,Devarim 16:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.123?lang=bi
2026-05-01,387,Negative 124,We are prohibited from baking the remainders of the meal-offerings leavened (chametz).,Vayikra 6:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.124?lang=bi
2026-05-01,388,Negative 125,"We are prohibited from eating the Pesach-offering boiled or uncooked, but rather only roasted with fire.",Shemos 12:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.125?lang=bi
2026-05-02,389,Negative 126,We are prohibited from feeding the Pesach-offering to a resident alien (<i>ger toshav</i>).,Vayikra 1:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.126?lang=bi
2026-05-02,390,Negative 127,We are prohibited from feeding the Pesach-offering to one uncircumsized.,Shemos 12:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.127?lang=bi
2026-05-03,391,Negative 128,We are prohibited from feeding the Pesach-offering to an Israelite who has defected.,Devarim 23:8-9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.128?lang=bi
2026-05-03,392,Negative 129,We are prohibited from having anyone impure eat sacrificial foods.,Vayikra 23:36,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.129?lang=bi
2026-05-04,393,Negative 130,We are prohibited from eating consecrated meat that has become impure.,Vayikra 7:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.130?lang=bi
2026-05-04,394,Negative 131,We are prohibited from eating <i>notar</i> and that is what is left over from the meat of consecrated items after the time assigned for their eating.,Devarim 15:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.131?lang=bi
2026-05-05,395,Negative 132,We are prohibited from eating <i>piggul</i>.,Vayikra 23:32,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.132?lang=bi
2026-05-05,396,Negative 133,We are prohibited from he prohibited all outsiders (non-priests) from eating priestly tithe.,Vayikra 23:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.133?lang=bi
2026-05-06,397,Negative 134,"We are prohibited from he prohibited a tenant of a priest, or his hired servant from eating the priestly tithe.",Vayikra 23:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.134?lang=bi
2026-05-06,398,Negative 135,We are prohibited from he prohibited an uncircumcised one from eating the priestly tithe.,Vayikra 23:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.135?lang=bi
2026-05-07,399,Negative 136,We are prohibited from he prohibited an impure priest from eating the priestly tithe.,Vayikra 23:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.136?lang=bi
2026-05-07,400,Negative 137,"We are prohibited from he prohibited a desecrated woman (challalah) from eating the consecrated foods that had been permitted for her to eat - the priestly tithe, the breast and the thigh.",Vayikra 23:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.137?lang=bi
2026-05-08,401,Negative 138,We are prohibited from eating a meal-offering of a priest.,Vayikra 5:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.138?lang=bi
2026-05-08,402,Negative 139,We are prohibited from he prohibited the priests from eating the meat of sin-offerings processed inside [the sanctuary].,Vayikra 23:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.139?lang=bi
2026-05-09,403,Negative 140,"We are prohibited from eating disqualified consecrated foods that are not permissible to eat and that is when we make a blemish intentionally, as is explained in Bekhorot (Bekhorot 35a); or that a sacrifice was disqualified after its slaughtering in one of the ways that spoil it, that prevent its eating.",Vayikra 7:18,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.140?lang=bi
2026-05-09,404,Negative 141,"We are prohibited from eating the second tithe from grain, outside of Jerusalem.",Devarim 12:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.141?lang=bi
2026-05-10,405,Negative 142,"We are prohibited from consuming the second tithe from wine, outside of Jerusalem.",Devarim 12:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.142?lang=bi
2026-05-10,406,Negative 143,"We are prohibited from consuming the second tithe from oil, outside of Jerusalem.",Devarim 12:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.143?lang=bi
