Date,Mitzvos,English Title(s),Source,Sefaria_Link,Sefaria_Link
2026-03-19,"214, 215",To fulfill what was uttered and to do what was avowed & Not to break oaths or vows,Devarim 23:24 & Bamidbar 30:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.214?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.215?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.214?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.215?lang=bi
2026-03-20,"216, 217","For oaths and vows annulled, there are the laws of annulling vows explicit in the Torah & The Nazir must let his hair grow",Bamidbar 30:3 & Bamidbar 6:5,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.216?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.217?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.216?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.217?lang=bi
2026-03-21,"218, 219","He must not cut his hair & He must not drink wine, wine mixtures, or wine vinegar",Bamidbar 6:5 & Bamidbar 6:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.218?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.219?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.218?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.219?lang=bi
2026-03-22,"220, 221",He must not eat fresh grapes & He must not eat raisins,Bamidbar 6:3 & Bamidbar 6:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.220?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.221?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.220?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.221?lang=bi
2026-03-23,"222, 223",He must not eat grape seeds & He must not eat grape skins,Bamidbar 6:4 & Bamidbar 6:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.222?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.223?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.222?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.223?lang=bi
2026-03-24,"224, 225",He must not be under the same roof as a corpse & He must not come into contact with the dead,Bamidbar 6:6 & Bamidbar 6:7,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.224?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.225?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.224?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.225?lang=bi
2026-03-25,"226, 227",He must shave after bringing sacrifices upon completion of his Nazirite period & To estimate the value of people (when someone pledges a person's worth) as determined by the Torah,Bamidbar 6:18 & Vayikra 27:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.226?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.227?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.226?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.227?lang=bi
2026-03-26,"228, 229",To estimate the value of consecrated animals & To estimate the value of consecrated houses,Vayikra 27:12-13 & Vayikra 27:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.228?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.229?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.228?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.229?lang=bi
2026-03-27,"230, 231",To estimate the value of consecrated fields & Carry out the laws of interdicting possessions (cherem),Vayikra 27:16 & Vayikra 27:28,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.230?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.231?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.230?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.231?lang=bi
2026-03-28,"232, 233",Not to sell the cherem & Not to redeem the cherem,Vayikra 27:28 & Vayikra 27:28,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.232?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.233?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.232?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.233?lang=bi
2026-03-29,"234, 235",Not to plant diverse seeds together & Not to plant grains or greens in a vineyard,Vayikra 19:19 & Devarim 22:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.234?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.235?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.234?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.235?lang=bi
2026-03-30,"236, 237",Not to crossbreed animals & Not to work different animals together,Vayikra 19:19 & Devarim 22:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.236?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.237?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.236?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.237?lang=bi
2026-03-31,"238, 239","Not to wear Shatnez, a cloth woven of wool and linen & To leave a corner of the field uncut for the poor",Devarim 22:11 & Vayikra 19:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.238?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.239?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.238?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.239?lang=bi
2026-04-01,"240, 241",Not to reap that corner & To leave gleanings for The poor,Vayikra 19:9 & Vayikra 19:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.240?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.241?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.240?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.241?lang=bi
2026-04-02,"242, 243",Not to gather the gleanings & To leave the gleanings of a vineyard,Vayikra 19:9 & Vayikra 19:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.242?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.243?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.242?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.243?lang=bi
2026-04-03,"244, 245",Not to gather the gleanings of a vineyard & To leave the unformed clusters of grapes for the poor,Vayikra 19:10 & Vayikra 19:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.244?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.245?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.244?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.245?lang=bi
2026-04-04,"246, 247",Not to pick the unformed clusters of grapes & To leave the forgotten sheaves in the field for the poor,Vayikra 19:10 & Devarim 24:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.246?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.247?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.246?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.247?lang=bi
2026-04-05,"248, 249",Not to retrieve them & To separate the tithe for the poor,Devarim 24:19 & Devarim 14:28,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.248?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.1?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.248?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.1?lang=bi
2026-04-06,"250, 251",To give charity & Not to withhold charity from the poor,Devarim 15:11 & Devarim 15:7,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.2?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.3?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.2?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.3?lang=bi
2026-04-07,"252, 253",To set aside Terumah Gedolah (tithe for the Kohen) & The Levite must set aside a tenth of his tithe for the Kohen,Devarim 18:4 & Bamidbar 18:26,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.4?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.5?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.4?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.5?lang=bi
2026-04-08,"254, 255","Not to improperly preface one tithe to the next, but separate them in their proper order & A non-Kohen must not eat Terumah",Shemos 22:28 & Vayikra 22:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.6?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.7?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.6?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.7?lang=bi
2026-04-09,"256, 257",A hired worker or a Jewish bondsman of a Kohen must not eat Terumah & An uncircumcised Kohen must not eat Terumah,Vayikra 22:10 & Shemos 12:48,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.8?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.9?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.8?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.9?lang=bi
2026-04-10,"258, 259",An impure Kohen must not eat Terumah & A chalalah [see Mitzvah 174] must not eat Terumah,Vayikra 22:4 & Vayikra 22:12,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.10?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.11?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.10?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.11?lang=bi
2026-04-11,"260, 261",To set aside Ma'aser (tithe) each planting year and give it to a Levite & To set aside the Second Tithe (which is to be eaten in Jerusalem),Bamidbar 18:24 & Devarim 14:22,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.12?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.13?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.12?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.13?lang=bi
2026-04-12,"262, 263","Not to spend its redemption money on anything but food, drink, or ointment & Not to eat the Second Tithe while impure",Devarim 26:14 & Devarim 26:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.14?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.15?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.14?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.15?lang=bi
2026-04-13,"264, 265",A mourner on the first day after death must not eat the Second Tithe & Not to eat Second Tithe grains outside Jerusalem,Devarim 26:14 & Devarim 12:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.16?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.17?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.16?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.17?lang=bi
2026-04-14,"266, 267",Not to eat Second Tithe wine products outside Jerusalem & Not to eat Second Tithe oil outside Jerusalem,Devarim 12:17 & Devarim 12:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.18?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.19?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.18?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.19?lang=bi
2026-04-15,"268, 269",The fourth year crops must be totally for holy purposes like the Second Tithe & To read the confession of tithes every fourth and seventh year,Vayikra 19:24 & Devarim 26:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.20?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.21?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.20?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.21?lang=bi
2026-04-16,"270, 271",To set aside the first fruits and bring them to the Temple & The Kohanim must not eat the first fruits outside Jerusalem,Shemos 23:19 & Devarim 12:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.22?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.23?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.22?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.23?lang=bi
2026-04-17,"272, 273",To read the Torah Portion pertaining to their presentation & To set aside a portion of dough for a Kohen,Devarim 26:5 & Bamidbar 15:20,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.24?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.25?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.24?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.25?lang=bi
2026-04-18,"274, 275","To give the shoulder, two cheeks, and stomach of slaughtered animals to a Kohen & To give the first shearing of sheep to a Kohen",Devarim 18:3 & Devarim 18:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.26?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.27?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.26?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.27?lang=bi
2026-04-19,"276, 277",To redeem the firstborn sons and give the money to a Kohen & To redeem the firstborn donkey by giving a lamb to a Kohen,Bamidbar 18:15 & Shemos 13:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.28?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.29?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.28?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.29?lang=bi
2026-04-20,"278, 279",To break the neck of the donkey if the owner does not intend to redeem it & To rest the land during the seventh year by not doing any work which enhances growth,Shemos 13:13 & Shemos 34:21,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.30?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.31?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.30?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.31?lang=bi
2026-04-21,"280, 281",Not to work the land during the seventh year & Not to work with trees to produce fruit during that year,Vayikra 25:4 & Vayikra 25:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.32?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.33?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.32?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.33?lang=bi
2026-04-22,"282, 283",Not to reap crops that grow wild that year in the normal manner & Not to gather grapes which grow wild that year in the normal way,Vayikra 25:5 & Vayikra 25:5,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.34?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.35?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.34?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.35?lang=bi
2026-04-23,"284, 285",To leave free all produce which grew in that year & To release all loans during the seventh year,Shemos 23:11 & Devarim 15:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.36?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.37?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.36?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.37?lang=bi
2026-04-24,"286, 287",Not to pressure or claim from the borrower & Not to refrain from lending immediately before the release of the loans for fear of monetary loss,Devarim 15:2 & Devarim 15:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.38?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.39?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.38?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.39?lang=bi
2026-04-25,"288, 289",The Sanhedrin must count seven groups of seven years & The Sanhedrin must sanctify the fiftieth (Jubilee) year,Vayikra 25:8 & Vayikra 25:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.40?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.41?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.40?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.41?lang=bi
2026-04-26,"290, 291",To blow the Shofar on the tenth of Tishrei (Yom Kippur of the Jubilee year) to free the slaves & Not to work the soil during the fiftieth year,Vayikra 25:9 & Vayikra 25:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.42?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.43?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.42?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.43?lang=bi
2026-04-27,"292, 293",Not to reap in the normal manner that which grows wild in the fiftieth year & Not to pick grapes which grew wild in the normal manner in the fiftieth year,Vayikra 25:11 & Vayikra 25:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.44?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.45?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.44?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.45?lang=bi
2026-04-28,"294, 295",Carry out the laws of sold family properties & Not to sell the land in Israel indefinitely,Vayikra 25:24 & Vayikra 25:23,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.46?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.47?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.46?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.47?lang=bi
2026-04-29,"296, 297","Carry out the laws of houses in walled cities & The Tribe of Levi must not be given a portion of the land in Israel, rather they are given cities to dwell in",Vayikra 25:29 & Devarim 18:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.48?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.49?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.48?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.49?lang=bi
2026-04-30,"298, 299",The Levites must not take a share in the spoils of war & To give the Levites cities to inhabit and their surrounding fields,Devarim 18:1 & Bamidbar 35:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.50?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.51?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.50?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.51?lang=bi
2026-05-01,"300, 301",Not to sell the fields but they shall remain the Levites' before and after the Jubilee year & To build a Sanctuary (Holy Temple),Vayikra 25:34 & Shemos 25:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.52?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.53?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.52?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.53?lang=bi
2026-05-02,"302, 303",Not to build the altar with stones hewn by metal & Not to climb steps to the altar,Shemos 20:22 & Shemos 20:23,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.54?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.55?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.54?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.55?lang=bi
2026-05-03,"304, 305",To show reverence for the Temple & To guard the Temple area,Vayikra 19:30 & Bamidbar 18:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.56?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.57?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.56?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.57?lang=bi
2026-05-04,"306, 307",Not to leave the Temple unguarded & To prepare the anointing oil,Bamidbar 18:5 & Shemos 30:31,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.58?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.59?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.58?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.59?lang=bi
2026-05-05,"308, 309",Not to reproduce the anointing oil (for personal use) & Not to anoint with anointing oil (a non-Kohen or non-king),Shemos 30:32 & Shemos 30:32,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.60?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.61?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.60?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.61?lang=bi
2026-05-06,"310, 311",Not to reproduce the incense formula (for personal use) & Not to burn anything on the Golden Altar besides incense,Shemos 30:37 & Shemos 30:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.62?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.63?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.62?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.63?lang=bi
2026-05-07,"312, 313",The Levites must transport the ark on their shoulders & Not to remove the staves from the ark,Bamidbar 7:9 & Shemos 25:15,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.64?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.65?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.64?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.65?lang=bi
2026-05-08,"314, 315",The Levites must work in the Temple & No Levite must do another's work of either a Kohen or a Levite,Bamidbar 18:23 & Bamidbar 18:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.66?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.67?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.66?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.67?lang=bi
2026-05-09,"316, 317",To dedicate the Kohen for service & The Kohen work shifts must be equal during holidays,Vayikra 21:8 & Devarim 18:6-8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.68?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.69?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.68?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.69?lang=bi
2026-05-10,"318, 319",The Kohanim must wear their priestly garments during service & Not to tear the priestly garments,Shemos 28:2 & Shemos 28:32,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.70?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.71?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.70?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.71?lang=bi
2026-05-11,"320, 321",The High Priest's breastplate must not be loosened from the Efod (priestly apron) & A Kohen must not enter the Temple intoxicated,Shemos 28:28 & Vayikra 10:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.72?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.73?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.72?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.73?lang=bi
2026-05-12,"322, 323",A Kohen must not enter the Temple with long hair & A Kohen must not enter the Temple with torn clothes,Vayikra 10:6 & Vayikra 10:6,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.74?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.75?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.74?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.75?lang=bi
2026-05-13,"324, 325",A Kohen must not enter the sanctuary of the Temple indiscriminately & A Kohen must not leave the Temple during service,Vayikra 16:2 & Vayikra 10:7,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.76?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.77?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.76?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.77?lang=bi
