Analysis_Type,Schedule_Num,Schedule_Type,Schedule_Summary,Schedule_Source,Master_Num,Master_Mitzvah,Master_Source,Shared_Concepts,Text_Similarity,Source_Match,Notes
Potential_Match,28,Positive 14,We are commanded to make tzitzit (fringes).,Devarim 10:19,319,Not to tear the priestly garments,Shemos 28:32,tzitzit,0.316,False,Review Needed
Potential_Match,29,Positive 15,We are commanded to make a mezuzah.,Vayikra 19:17,81,To put a Mezuzah on each door post,Devarim 6:9,mezuzah,0.377,False,Review Needed
Potential_Match,33,Positive 19,We are commanded to bless Him after eating.,Vayikra 19:16,78,The Kohanim must bless the Jewish nation daily,Bamidbar 6:23,priestly,0.472,False,Review Needed
Potential_Match,33,Positive 19,We are commanded to bless Him after eating.,Vayikra 19:16,394,Not to leave sacrifices past the time allowed for eating them,Vayikra 22:30,dietary,0.462,False,Review Needed
Potential_Match,34,Positive 20,"We are commanded to build a choice house for Divine service, in which there will be sacrifices and an eternal burning of fire; and to which there will be journeying and pilgrimage on the festivals, and gatherings every year.",Vayikra 19:18,367,To bring all avowed and freewill offerings to the Temple on the first subsequent festival,Devarim 12:5-6,temple,0.319,False,Review Needed
Potential_Match,36,Positive 22,"We are commanded to guard the Temple and to constantly walk around it, to honor it, to exalt it and to aggrandize it.",Devarim 6:7,420,"To be seen at the Temple on Passover, Shavuot, and Sukkot",Devarim 16:16,temple,0.333,False,Review Needed
Potential_Match,36,Positive 22,"We are commanded to guard the Temple and to constantly walk around it, to honor it, to exalt it and to aggrandize it.",Devarim 6:7,423,Not to appear at the Temple without offerings,Devarim 16:16,temple,0.333,False,Review Needed
Potential_Match,36,Positive 22,"We are commanded to guard the Temple and to constantly walk around it, to honor it, to exalt it and to aggrandize it.",Devarim 6:7,328,[Certain] impure people must not enter [even] the Temple Mount area,Devarim 23:11,temple,0.326,False,Review Needed
Potential_Match,37,Positive 23,We are commanded to serve G-d.,Vayikra 19:32,335,One who is not a Kohen must not serve,Bamidbar 18:4,worship,0.388,False,Review Needed
Potential_Match,37,Positive 23,We are commanded to serve G-d.,Vayikra 19:32,209,Not to swear falsely in G‑d's Name,Vayikra 19:12,deity,0.375,False,Review Needed
Potential_Match,37,Positive 23,We are commanded to serve G-d.,Vayikra 19:32,1,To know there is a G‑d,Shemos 20:2,deity,0.346,False,Review Needed
Potential_Match,38,Positive 24,We are commanded to serve G-d.,Vayikra 19:4,335,One who is not a Kohen must not serve,Bamidbar 18:4,worship,0.388,False,Review Needed
Potential_Match,38,Positive 24,We are commanded to serve G-d.,Vayikra 19:4,209,Not to swear falsely in G‑d's Name,Vayikra 19:12,deity,0.375,False,Review Needed
Potential_Match,38,Positive 24,We are commanded to serve G-d.,Vayikra 19:4,1,To know there is a G‑d,Shemos 20:2,deity,0.346,False,Review Needed
Potential_Match,39,Positive 25,We are commanded regarding priestly service.,Bamidbar 15:39,318,The Kohanim must wear their priestly garments during service,Shemos 28:2,priestly,0.442,False,Review Needed
Potential_Match,39,Positive 25,We are commanded regarding priestly service.,Bamidbar 15:39,325,A Kohen must not leave the Temple during service,Vayikra 10:7,priestly,0.391,False,Review Needed
Potential_Match,39,Positive 25,We are commanded regarding priestly service.,Bamidbar 15:39,319,Not to tear the priestly garments,Shemos 28:32,priestly,0.390,False,Review Needed
Potential_Match,40,Positive 26,We are commanded that the priests bless Israel with the Priestly Blessing.,Shemos 22:27,607,Appoint a priest to speak with the soldiers during the war,Devarim 20:2,priestly,0.439,False,Review Needed
Potential_Match,40,Positive 26,We are commanded that the priests bless Israel with the Priestly Blessing.,Shemos 22:27,320,The High Priest's breastplate must not be loosened from the Efod (priestly apron),Shemos 28:28,priestly,0.439,False,Review Needed
Potential_Match,40,Positive 26,We are commanded that the priests bless Israel with the Priestly Blessing.,Shemos 22:27,319,Not to tear the priestly garments,Shemos 28:32,priestly,0.411,False,Review Needed
Potential_Match,42,Positive 28,We are commanded regarding priestly service.,Shemos 20:5,318,The Kohanim must wear their priestly garments during service,Shemos 28:2,priestly,0.442,False,Review Needed
Potential_Match,42,Positive 28,We are commanded regarding priestly service.,Shemos 20:5,325,A Kohen must not leave the Temple during service,Vayikra 10:7,priestly,0.391,False,Review Needed
Potential_Match,42,Positive 28,We are commanded regarding priestly service.,Shemos 20:5,319,Not to tear the priestly garments,Shemos 28:32,priestly,0.390,False,Review Needed
Potential_Match,44,Positive 30,We are commanded regarding priestly service.,Vayikra 19:4,318,The Kohanim must wear their priestly garments during service,Shemos 28:2,priestly,0.442,False,Review Needed
Potential_Match,44,Positive 30,We are commanded regarding priestly service.,Vayikra 19:4,325,A Kohen must not leave the Temple during service,Vayikra 10:7,priestly,0.391,False,Review Needed
Potential_Match,44,Positive 30,We are commanded regarding priestly service.,Vayikra 19:4,319,Not to tear the priestly garments,Shemos 28:32,priestly,0.390,False,Review Needed
Potential_Match,47,Positive 33,We are commanded to serve G-d.,Devarim 13:17,335,One who is not a Kohen must not serve,Bamidbar 18:4,worship,0.388,False,Review Needed
Potential_Match,47,Positive 33,We are commanded to serve G-d.,Devarim 13:17,209,Not to swear falsely in G‑d's Name,Vayikra 19:12,deity,0.375,False,Review Needed
Potential_Match,47,Positive 33,We are commanded to serve G-d.,Devarim 13:17,1,To know there is a G‑d,Shemos 20:2,deity,0.346,False,Review Needed
Potential_Match,48,Positive 34,We are commanded to serve G-d.,Devarim 13:17,335,One who is not a Kohen must not serve,Bamidbar 18:4,worship,0.388,False,Review Needed
Potential_Match,48,Positive 34,We are commanded to serve G-d.,Devarim 13:17,209,Not to swear falsely in G‑d's Name,Vayikra 19:12,deity,0.375,False,Review Needed
Potential_Match,48,Positive 34,We are commanded to serve G-d.,Devarim 13:17,1,To know there is a G‑d,Shemos 20:2,deity,0.346,False,Review Needed
Potential_Match,50,Positive 36,"We are commanded that the priests serve in watches, each watch serving one week.",Devarim 13:12,276,To redeem the firstborn sons and give the money to a Kohen,Bamidbar 18:15,priestly,0.391,False,Review Needed
Potential_Match,50,Positive 36,"We are commanded that the priests serve in watches, each watch serving one week.",Devarim 13:12,318,The Kohanim must wear their priestly garments during service,Shemos 28:2,priestly,0.386,False,Review Needed
Potential_Match,50,Positive 36,"We are commanded that the priests serve in watches, each watch serving one week.",Devarim 13:12,275,To give the first shearing of sheep to a Kohen,Devarim 18:4,priestly,0.381,False,Review Needed
Potential_Match,51,Positive 37,We are commanded to serve G-d.,Devarim 13:9,335,One who is not a Kohen must not serve,Bamidbar 18:4,worship,0.388,False,Review Needed
Potential_Match,51,Positive 37,We are commanded to serve G-d.,Devarim 13:9,209,Not to swear falsely in G‑d's Name,Vayikra 19:12,deity,0.375,False,Review Needed
