Date,Sequential_Number,Mitzvah_Type_Number,Summary,Sefaria_Link
2025-11-12,301,Negative 39,"We are prohibited from being drawn to the practices of the idolaters, such that women wear mens' clothes and adorn themselves with their ornaments.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.39?lang=bi
2025-11-13,302,Negative 40,We are prohibited from men adorning themselves with women's ornaments.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.40?lang=bi
2025-11-14,303,Negative 41,"We are prohibited from inscribing colors such as blue, violet and others on our bodies, as is done by the idol worshippers.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.41?lang=bi
2025-11-15,304,Negative 42,"We are prohibited from wearing a garment woven of wool and linen, like that which would be worn by the idolatrous priests at that time.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.42?lang=bi
2025-11-16,305,Negative 43,We are prohibited from removing the hair of the temples.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.43?lang=bi
2025-11-17,306,Negative 44,We are prohibited from shaving the beard and that is [specifically] five parts [of it]: The upper jaw on the right side; the lower jaw on the right side; the upper jaw on the left side; the lower jaw on the left side; and the [chin].,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.44?lang=bi
2025-11-18,307,Negative 45,"We are prohibited from making a laceration for the dead in our flesh, like the idol worshippers do.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.45?lang=bi
2025-11-19,308,Negative 46,"We are prohibited from dwelling in the Land of Egypt forever, so that we not learn from their practices and not follow their disgraceful ways.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.46?lang=bi
2025-11-20,309,Negative 47,We are prohibited from that we not wander after our hearts to the point that we believe doctrines that are the opposite of the doctrines that the Torah obligates us.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.47?lang=bi
2025-11-21,310,Negative 48,"We are prohibited from making a covenant with the heretics meaning, with the seven nations (of Canaan) and to allow them to be secure.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.48?lang=bi
2025-11-22,311,Negative 49,We are prohibited from keeping someone from the seven nations alive so that people not isolate themselves with him and he incite them to idolatry.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.49?lang=bi
2025-11-23,312,Negative 50,We are prohibited from at all pitying idolaters and from lauding anything particular to them.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.50?lang=bi
2025-11-24,313,Negative 51,"We are prohibited from settling idol worshippers in our land, so that we not learn their heresy, with His saying, ""They shall not dwell in your land lest they cause [you] to sin, etc.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.51?lang=bi
2025-11-25,314,Negative 52,We are prohibited from marrying heretics.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.52?lang=bi
2025-11-26,315,Negative 53,We are prohibited from marrying Ammonites and Moabites exclusively the males even after they have entered the [Jewish] religion.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.53?lang=bi
2025-11-27,316,Negative 54,"We are prohibited from distancing the descendants of Esav after they have entered the [Jewish] religion meaning to say, we are forbidden from avoiding marriage with them.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.54?lang=bi
2025-11-28,317,Negative 55,"We are prohibited from - not to distance the Egyptians and to abhor marriage to them, after they have entered the [Jewish] religion.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.55?lang=bi
2025-11-29,318,Negative 56,We are prohibited from ever making peace with Ammon and Moab.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.56?lang=bi
2025-11-30,319,Negative 57,We are prohibited from destroying trees in order to distress its people and sadden their hearts.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.57?lang=bi
2025-12-01,320,Negative 58,"We are prohibited from being afraid of the enemies during the time of war, and that we not run away from them.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.58?lang=bi
2025-12-02,321,Negative 59,We are prohibited from forgetting that which the descendants of Amalek did to us that they were the first to hurt us.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.59?lang=bi
2025-12-03,322,Negative 60,"We are prohibited from cursing the great God, may He be greatly exalted from that which the secterians say.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.60?lang=bi
2025-12-04,323,Negative 61,We are prohibited from violating an oath on an utterance.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.61?lang=bi
2025-12-05,324,Negative 62,We are prohibited from - that we not make a vain oath.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.62?lang=bi
2025-12-06,325,Negative 63,We are prohibited from desecrating [God's] name.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.63?lang=bi
2025-12-07,326,Negative 64,"We are prohibited from - not to test [His] assurances and threats of which His prophets have assured us, in the way of a doubt that we doubt them, once we have ascertained the truth of the prophet that is saying them.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.64?lang=bi
2025-12-08,327,Negative 65,"We are prohibited from smashing and destroying houses of divine service; and from destroying books of prophecy, such that we not erase the glorious names [of God] and that which is similar to them.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.65?lang=bi
2025-12-09,328,Negative 66,"We are prohibited from leaving one hung on a tree overnight; so that the 'blessing' of God not spread as a result of this, due to one's reflection when he sees it since we only hang a blasphemer and an idol worshipper.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.66?lang=bi
2025-12-10,329,Negative 67,We are prohibited from being lethargic in guarding the Temple and constantly walking around it the whole night.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.67?lang=bi
2025-12-11,330,Negative 68,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.68?lang=bi
2025-12-12,331,Negative 69,Negative commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.69?lang=bi
2025-12-13,332,Negative 70,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.70?lang=bi
2025-12-14,333,Negative 71,Negative commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.71?lang=bi
2025-12-15,334,Negative 72,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.72?lang=bi
2025-12-16,335,Negative 73,We are prohibited from entering the Temple or giving instruction about one of the laws of the Torah while we are drunk.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.73?lang=bi
2025-12-17,336,Negative 74,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.74?lang=bi
2025-12-18,337,Negative 75,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.75?lang=bi
2025-12-19,338,Negative 76,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.76?lang=bi
2025-12-20,339,Negative 77,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.77?lang=bi
2025-12-21,340,Negative 78,Negative commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.78?lang=bi
2025-12-22,341,Negative 79,We are prohibited from building an altar of stones that have been touched by iron.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.79?lang=bi
2025-12-23,342,Negative 80,"We are prohibited from ascending the altar by steps so that one not take a large step, but rather walk with the heel next to the toe.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.80?lang=bi
2025-12-24,343,Negative 81,We are prohibited from extinguishing the fire on top of the altar.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.81?lang=bi
2025-12-25,344,Negative 82,We are prohibited from offering any sacrifices on top of the golden altar in the sanctuary.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.82?lang=bi
2025-12-26,345,Negative 83,We are prohibited from making oil like the anointing oil.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.83?lang=bi
2025-12-27,346,Negative 84,We are prohibited from anointing [anyone] besides the high priests and kings with the anointing oil that Moshe made.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.84?lang=bi
2025-12-28,347,Negative 85,We are prohibited from making a vapor with the configuration of the [Temple] incense meaning that it be from those spices and proportionate to its measurements and have the intention to vaporize it.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.85?lang=bi
2025-12-29,348,Negative 86,We are prohibited from removing the poles of the ark from the rings.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.86?lang=bi
2025-12-30,349,Negative 87,"We are prohibited from removing the breastplate from the ephod (a type of apron worn by the high priest), but rather that the breastplate be attached to it.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.87?lang=bi
2025-12-31,350,Negative 88,"We are prohibited from tearing the edge of the robe of the high priest, but it should rather be woven to its border.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.88?lang=bi
2026-01-01,351,Negative 89,We are prohibited from - that we not sacrifice any of the sacrifices outside.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.89?lang=bi
2026-01-02,352,Negative 90,We are prohibited from slaughtering any of the sacrifices outside.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.90?lang=bi
2026-01-03,353,Negative 91,We are prohibited from consecrating animals with blemishes on the altar.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.91?lang=bi
2026-01-04,354,Negative 92,We are prohibited from sacrificing animals with blemishes.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.92?lang=bi
2026-01-05,355,Negative 93,We are prohibited from sprinkling the blood of animals with blemishes on top of the altar.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.93?lang=bi
2026-01-06,356,Negative 94,We are prohibited from burning up animals with blemishes.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.94?lang=bi
2026-01-07,357,Negative 95,We are prohibited from offering animals with temporary blemishes.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.95?lang=bi
2026-01-08,358,Negative 96,"We are prohibited from offering the sacrifices of gentiles when they are animals with blemishes; and we should not say, ""Since he is a gentile, we will offer an animal with a blemish for his sake.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.96?lang=bi
2026-01-09,359,Negative 97,We are prohibited from putting a blemish into consecrated animals.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.97?lang=bi
2026-01-10,360,Negative 98,We are prohibited from offering leaven or honey.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.98?lang=bi
2026-01-11,361,Negative 99,We are prohibited from offering a sacrifice without salt.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.99?lang=bi
2026-01-12,362,Negative 100,We are prohibited from offering a harlot's fee or the sale revenue for a dog.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.100?lang=bi
2026-01-13,363,Negative 101,We are prohibited from slaughtering an animal and its child on one day.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.101?lang=bi
2026-01-14,364,Negative 102,We are prohibited from placing olive oil in the meal-offering of a sinner.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.102?lang=bi
2026-01-15,365,Negative 103,We are prohibited from offering frankincense in the offering of a sinner.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.103?lang=bi
2026-01-16,366,Negative 104,We are prohibited from mixing the meal-offering of a sotah (suspected adulteress) [with oil].,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.104?lang=bi
2026-01-17,367,Negative 105,We are prohibited from putting frankincense into the meal-offering of a sotah (suspected adulteress).,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.105?lang=bi
2026-01-18,368,Negative 106,We are prohibited from substituting consecrated animals.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.106?lang=bi
2026-01-19,369,Negative 107,"We are prohibited from changing consecrated animals from one sacrifice to another such as if they were peace-offerings, we may not go back to make them a sin-offering.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.107?lang=bi
2026-01-20,370,Negative 108,We are prohibited from redeeming a pure firstborn animal.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.108?lang=bi
2026-01-21,371,Negative 109,We are prohibited from selling the animal tithe in any fashion that it might be.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.109?lang=bi
2026-01-22,372,Negative 110,We are prohibited from selling a field which its owners have dedicated and even to the functionary who is appointed over consecrated property.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.110?lang=bi
2026-01-23,373,Negative 111,We are prohibited from redeeming unspecified dedications of land.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.111?lang=bi
2026-01-24,374,Negative 112,We are prohibited from severing the head of the fowl sin-offering at the time of nipping (<i>melikah</i>).,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.112?lang=bi
2026-01-25,375,Negative 113,We are prohibited from doing work with consecrated animals.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.113?lang=bi
2026-01-26,376,Negative 114,We are prohibited from shearing the wool of consecrated animals.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.114?lang=bi
2026-01-27,377,Negative 115,We are prohibited from slaughtering the Pesach-offering over chametz (leavened grain products).,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.115?lang=bi
2026-01-28,378,Negative 116,"We are prohibited from leaving over the innards of the Pesach-sacrifice that were not sacrificed, until they became disqualified by laying overnight.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.116?lang=bi
2026-01-29,379,Negative 117,"We are prohibited from leaving over any of the meat of the Pesach-sacrifice until the morrow, meaning the day of the [15th] (of Nissan).",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.117?lang=bi
2026-01-30,380,Negative 118,"We are prohibited from leaving over any of the meat of the festival-offering that he sacrifices on the 14th (of Nissan) to the third day, but rather to eat it within two days.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.118?lang=bi
2026-01-31,381,Negative 119,We are prohibited from leaving over any of the meat of the Second Pesach-offering until the morning.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.119?lang=bi
2026-02-01,382,Negative 120,We are prohibited from leaving over any of the meat of the thanksgiving-offering until the morning.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.120?lang=bi
2026-02-02,383,Negative 121,We are prohibited from breaking one of the bones of the Pesach-offering.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.121?lang=bi
2026-02-03,384,Negative 122,We are prohibited from breaking one of the bones of the Second Pesach-offering.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.122?lang=bi
2026-02-04,385,Negative 123,We are prohibited from removing any of the meat of the Pesach-offering outside of the place of the eating group.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.123?lang=bi
2026-02-05,386,Negative 124,We are prohibited from baking the remainders of the meal-offerings leavened (chametz).,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.124?lang=bi
2026-02-06,387,Negative 125,"We are prohibited from eating the Pesach-offering boiled or uncooked, but rather only roasted with fire.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.125?lang=bi
2026-02-07,388,Negative 126,We are prohibited from feeding the Pesach-offering to a resident alien (<i>ger toshav</i>).,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.126?lang=bi
2026-02-08,389,Negative 127,We are prohibited from feeding the Pesach-offering to one uncircumsized.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.127?lang=bi
2026-02-09,390,Negative 128,We are prohibited from feeding the Pesach-offering to an Israelite who has defected.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.128?lang=bi
2026-02-10,391,Negative 129,We are prohibited from having anyone impure eat sacrificial foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.129?lang=bi
2026-02-11,392,Negative 130,We are prohibited from eating consecrated meat that has become impure.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.130?lang=bi
2026-02-12,393,Negative 131,We are prohibited from eating <i>notar</i> and that is what is left over from the meat of consecrated items after the time assigned for their eating.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.131?lang=bi
2026-02-13,394,Negative 132,We are prohibited from eating <i>piggul</i>.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.132?lang=bi
2026-02-14,395,Negative 133,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.133?lang=bi
2026-02-15,396,Negative 134,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.134?lang=bi
2026-02-16,397,Negative 135,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.135?lang=bi
2026-02-17,398,Negative 136,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.136?lang=bi
2026-02-18,399,Negative 137,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.137?lang=bi
2026-02-19,400,Negative 138,We are prohibited from eating a meal-offering of a priest.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.138?lang=bi
2026-02-20,401,Negative 139,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.139?lang=bi
2026-02-21,402,Negative 140,"We are prohibited from eating disqualified consecrated foods that are not permissible to eat and that is when we make a blemish intentionally, as is explained in Bekhorot (Bekhorot 35a); or that a sacrifice was disqualified after its slaughtering in one of the ways that spoil it, that prevent its eating.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.140?lang=bi
2026-02-22,403,Negative 141,"We are prohibited from eating the second tithe from grain, outside of Jerusalem.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.141?lang=bi
2026-02-23,404,Negative 142,"We are prohibited from consuming the second tithe from wine, outside of Jerusalem.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.142?lang=bi
2026-02-24,405,Negative 143,"We are prohibited from consuming the second tithe from oil, outside of Jerusalem.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.143?lang=bi
2026-02-25,406,Negative 144,We are prohibited from eating a firstborn animal outside of Jerusalem when it is flawless.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.144?lang=bi
2026-02-26,407,Negative 145,We are prohibited from eating the sin-offering and the guilt-offering outside of the [Temple] courtyard.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.145?lang=bi
2026-02-27,408,Negative 146,We are prohibited from eating the meat of a burnt-offering.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.146?lang=bi
2026-02-28,409,Negative 147,We are prohibited from eating lighter consecrated food (<i>kodashim kalim</i>) before the sprinkling of their blood.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.147?lang=bi
2026-03-01,410,Negative 148,We are prohibited from - that an outsider not eat higher consecrated food (<i>kodeshei hakodashim</i>).,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.148?lang=bi
2026-03-02,411,Negative 149,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.149?lang=bi
2026-03-03,412,Negative 150,We are prohibited from eating second tithe when impure even in Jerusalem until it has been redeemed.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.150?lang=bi
2026-03-04,413,Negative 151,We are prohibited from eating second tithe when grieving even in Jerusalem until it has been redeemed.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.151?lang=bi
2026-03-05,414,Negative 152,We are prohibited from spending the [redemption] money of second tithe except for food and drink.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.152?lang=bi
2026-03-06,415,Negative 153,We are prohibited from eating <i>tevel</i> and that is [produce] from which the priestly tithe and the [other] tithes have not been separated.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.153?lang=bi
2026-03-07,416,Negative 154,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.154?lang=bi
2026-03-08,417,Negative 155,"We are prohibited from delaying vows, voluntary offerings and other sacrifices which are obligatory for one.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.155?lang=bi
2026-03-09,418,Negative 156,"We are prohibited from going up on pilgrimage without there being a sacrifice with us, such that we sacrifice it there.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.156?lang=bi
2026-03-10,419,Negative 157,"We are prohibited from violating that which we have obligated ourselves with speech, even it is without an oath.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.157?lang=bi
2026-03-11,420,Negative 158,Negative commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.158?lang=bi
2026-03-12,421,Negative 159,Negative commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.159?lang=bi
2026-03-13,422,Negative 160,Negative commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.160?lang=bi
2026-03-14,423,Negative 161,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.161?lang=bi
2026-03-15,424,Negative 162,Negative commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.162?lang=bi
2026-03-16,425,Negative 163,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.163?lang=bi
2026-03-17,426,Negative 164,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.164?lang=bi
2026-03-18,427,Negative 165,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.165?lang=bi
2026-03-19,428,Negative 166,Negative commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.166?lang=bi
2026-03-20,429,Negative 167,Negative commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.167?lang=bi
2026-03-21,430,Negative 168,Negative commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.168?lang=bi
2026-03-22,431,Negative 169,Negative commandment from Sefer HaMitzvot.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.169?lang=bi
2026-03-23,432,Negative 170,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.170?lang=bi
2026-03-24,433,Negative 171,"We are prohibited from making a bald spot on the head for the dead, as is done by the fools.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.171?lang=bi
2026-03-25,434,Negative 172,We are prohibited from eating impure (domesticated) beasts and impure (wild) animals.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.172?lang=bi
2026-03-26,435,Negative 173,We are prohibited from eating impure fish.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.173?lang=bi
2026-03-27,436,Negative 174,We are prohibited from eating impure birds.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.174?lang=bi
2026-03-28,437,Negative 175,We are prohibited from eating winged swarming things.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.175?lang=bi
2026-03-29,438,Negative 176,"We are prohibited from eating things that swarm upon the earth, such as worms, beatles and that which is similar to them.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.176?lang=bi
2026-03-30,439,Negative 177,"We are prohibited from eating things that swarm which come to exist from rot, even though they are not a specific type and do not come into existence from a male and a female.",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.177?lang=bi
2026-03-31,440,Negative 178,We are prohibited from eating worms that are born in fruit and seeds from the time they go out and exit to the surface of those seeds or those fruits.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.178?lang=bi
2026-04-01,441,Negative 179,We are prohibited from eating any swarming thing that it might be without specification whether a swarming thing of the water or a swarming thing of the earth.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.179?lang=bi
2026-04-02,442,Negative 180,We are prohibited from eating a dead [animal].,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.180?lang=bi
2026-04-03,443,Negative 181,We are prohibited from eating a torn [animal].,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.181?lang=bi
2026-04-04,444,Negative 182,We are prohibited from eating a limb from a living animal.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.182?lang=bi
2026-04-05,445,Negative 183,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.183?lang=bi
2026-04-06,446,Negative 184,We are prohibited from eating blood.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.184?lang=bi
2026-04-07,447,Negative 185,We are prohibited from eating the forbidden fat (<i>chelev</i>) of a pure beast.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.185?lang=bi
2026-04-08,448,Negative 186,We are prohibited from cooking meat with milk.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.186?lang=bi
2026-04-09,449,Negative 187,We are prohibited from eating forbidden foods.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.187?lang=bi
2026-04-10,450,Negative 188,We are prohibited from eating meat from an ox that is to be stoned.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.188?lang=bi
2026-04-11,451,Negative 189,We are prohibited from eating bread made from the new grain before the completion of the sixteenth day of Nissan.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.189?lang=bi
2026-04-12,452,Negative 190,We are prohibited from eating parched grain made from the new grain before the end of the sixteenth day of Nissan.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.190?lang=bi
2026-04-13,453,Negative 191,We are prohibited from eating tender grain from the new [produce] before the end of the sixteenth day of Nissan.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.191?lang=bi
2026-04-14,454,Negative 192,We are prohibited from eating <i>orlah</i> (fruit of trees during their first three years).,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.192?lang=bi
2026-04-15,455,Negative 193,We are prohibited from eating forbidden mixtures specifically of the vineyard.,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.193?lang=bi
