Date,Sequential_Number,Mitzvah_Type_Number,Summary,Sefaria_Link
2026-05-26,343,Positive 329,"To to rebuke a sinner, or one who wants to sin, and to prevent him from it wi...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.329?lang=bi
2026-05-27,344,Positive 330,"To to love each other like we love ourselves, and that one's love and compass...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.330?lang=bi
2026-05-28,345,Positive 331,To to love converts,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.331?lang=bi
2026-05-29,346,Positive 332,"To to justify the leveler, the scales, the weights and the measures; and to m...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.332?lang=bi
2026-05-30,347,Positive 333,"To to honor the sages, to rise in front of them and to glorify them",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.333?lang=bi
2026-05-31,348,Positive 334,To to honor [our] father and mother,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.334?lang=bi
2026-06-01,349,Positive 335,To to fear [our] father and mother - and that is that one behave with them ac...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.335?lang=bi
2026-06-02,350,Positive 336,"To to be fruitful and multiply, with the intention of preserving the species",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.336?lang=bi
2026-06-03,351,Positive 337,To to marry with kiddushin: To give something into the hand of the woman; thr...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.337?lang=bi
2026-06-04,352,Positive 338,"To that a groom be with his wife a full year, such that he not go outside of ...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.338?lang=bi
2026-06-05,353,Positive 339,To to circumcise a boy,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.339?lang=bi
2026-06-06,354,Positive 340,To that a yavam (levirate husband) marry the wife of his brother when [the la...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.340?lang=bi
2026-06-07,355,Positive 341,To that a yevamah (levirate wife) release her yavam if he does not marry her,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.341?lang=bi
2026-06-08,356,Positive 342,To that a rapist marry the woman he raped,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.342?lang=bi
2026-06-09,357,Positive 343,"To the law of the one who puts out a bad name - meaning to say, that He comma...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.343?lang=bi
2026-06-10,358,Positive 344,To about the law of the seducer,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.344?lang=bi
2026-06-11,359,Positive 345,To about the law of the [captive woman of] beautiful form,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.345?lang=bi
2026-06-12,360,Positive 346,To - if one wants to divorce - to divorce with a contract under all circumsta...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.346?lang=bi
2026-06-13,361,Positive 347,To about the law of the sotah (suspected adulteress),https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.347?lang=bi
2026-06-14,362,Positive 348,To to give lashes with a whip to those that transgress certain commandments,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.348?lang=bi
2026-06-15,363,Positive 349,To to remove an accidental killer from his city to a city of refuge,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.349?lang=bi
2026-06-16,364,Positive 350,"To to kill, with a sword, those that transgress certain commandments",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.350?lang=bi
2026-06-17,365,Positive 351,To to strangle those that transgress certain commandments,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.351?lang=bi
2026-06-18,366,Positive 352,To to immolate those that transgress certain commandments,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.352?lang=bi
2026-06-19,367,Positive 353,To to stone those that transgress certain commandments,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.353?lang=bi
2026-06-20,368,Positive 354,To to hang some of those killed by the court,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.354?lang=bi
2026-06-21,369,Positive 355,To to bury those killed by the court on the day that they are killed,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.355?lang=bi
2026-06-22,370,Positive 356,That is that He commanded about the law of a Hebrew (Jewish) slave,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.356?lang=bi
2026-06-23,371,Positive 357,To that the master who acquired a Hebrew (Jewish) maidservant marry her - [he...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.357?lang=bi
2026-06-24,372,Positive 358,To to redeem the Hebrew maidservant,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.358?lang=bi
2026-06-25,373,Positive 359,To about the law of the Canaanite (gentile) slave,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.359?lang=bi
2026-06-26,374,Positive 360,To about the law of one who injures his fellow,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.360?lang=bi
2026-06-27,375,Positive 361,To to administer the laws of the ox [that causes damage],https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.361?lang=bi
2026-06-28,376,Positive 362,To to administer the laws of the pit [that causes damage],https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.362?lang=bi
2026-06-29,377,Positive 363,To to administer the laws of the thief - that we fine him with the law of dou...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.363?lang=bi
2026-06-30,378,Positive 364,To about the law of grazing,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.364?lang=bi
2026-07-01,379,Positive 365,To about the law of fire damage,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.365?lang=bi
2026-07-02,380,Positive 366,To about the law of the unpaid guardian,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.366?lang=bi
2026-07-03,381,Positive 367,To about the law of the [paid guardian] and the renter - since the law of the...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.367?lang=bi
2026-07-04,382,Positive 368,To about the law of the borrower,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.368?lang=bi
2026-07-05,383,Positive 369,To about the law of buying and selling - meaning the ways in which the sale b...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.369?lang=bi
2026-07-06,384,Positive 370,To about the law of claimant and defendant,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.370?lang=bi
2026-07-07,385,Positive 371,"To to save someone pursued, even through the life of the pursuer - meaning th...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.371?lang=bi
2026-07-08,386,Positive 372,That is that He instructed us about the laws of inheritance,https://www.sefaria.org/Sefer_HaMitzvot%2C_Positive_Commandments.372?lang=bi
2026-07-09,387,Negative 1,That is that He prohibited us from believing in a god besides Him,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.1?lang=bi
2026-07-09,388,Negative 2,Not to from making an idol to serve - and there is no difference whether one ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.2?lang=bi
2026-07-10,389,Negative 3,Not to from making an idol to serve - and there is no difference whether one ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.3?lang=bi
2026-07-10,390,Negative 4,"Not to from making images from wood, stones, metal and other [substances] - a...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.4?lang=bi
2026-07-11,391,Negative 5,"Not to from making an idol for those besides us, in order that they serve it ...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.5?lang=bi
2026-07-11,392,Negative 6,"Not to from worshipping an idol, even besides the four ways that preceded; bu...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.6?lang=bi
2026-07-12,393,Negative 7,"Not to from making images from wood, stones, metal and other [substances] - a...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.7?lang=bi
2026-07-12,394,Negative 8,Not to from making an ov - and that is that one burn a certain incense and do...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.8?lang=bi
2026-07-13,395,Negative 9,Not to from bowing to an idol,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.9?lang=bi
2026-07-13,396,Negative 10,Not to from inclining towards idolatry and occupying ourselves with its narra...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.10?lang=bi
2026-07-14,397,Negative 11,"Not to from worshipping an idol, even besides the four ways that preceded; bu...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.11?lang=bi
2026-07-14,398,Negative 12,"Not to from making a stone that is designed to bowing upon, even if this was ...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.12?lang=bi
2026-07-15,399,Negative 13,Not to from giving over some of our children to that object of worship that w...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.13?lang=bi
2026-07-15,400,Negative 14,Not to from swearing by an idol,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.14?lang=bi
2026-07-16,401,Negative 15,Not to from making an ov - and that is that one burn a certain incense and do...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.15?lang=bi
2026-07-16,402,Negative 16,Not to from inciting,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.16?lang=bi
2026-07-17,403,Negative 17,Not to from doing the procedure of the yidaoni - and this too is one of the t...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.17?lang=bi
2026-07-17,404,Negative 18,That an incited one refrain from lightening the grudge against the inciter,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.18?lang=bi
2026-07-18,405,Negative 19,Not to from inclining towards idolatry and occupying ourselves with its narra...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.19?lang=bi
2026-07-18,406,Negative 20,That He prohibited an incited one from arguing the merit of the inciter,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.20?lang=bi
2026-07-19,407,Negative 21,"Not to from making a pillar to which we attach ourselves and honor, even if i...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.21?lang=bi
2026-07-19,408,Negative 22,Not to from benefiting from the ornaments with which an idol is decorated,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.22?lang=bi
2026-07-20,409,Negative 23,"Not to from making a stone that is designed to bowing upon, even if this was ...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.23?lang=bi
2026-07-20,410,Negative 24,"Not to - that we not benefit from, or at all hold on to, wealth from a condem...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.24?lang=bi
2026-07-21,411,Negative 25,That is that we have been prevented from planting trees in the Temple or next...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.25?lang=bi
2026-07-21,412,Negative 26,Not to from prophesying in its name,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.26?lang=bi
2026-07-22,413,Negative 27,Not to from swearing by an idol,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.27?lang=bi
2026-07-22,414,Negative 28,Not to from listening to one who prophesies in the name of an idol,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.28?lang=bi
2026-07-23,415,Negative 29,"Not to from preaching for an idol, and [for one] to call people to serve it a...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.29?lang=bi
2026-07-23,416,Negative 30,"He prohibited us from following in the ways of the idolaters, and from behavi...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.30?lang=bi
2026-07-24,417,Negative 31,Not to from inciting,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.31?lang=bi
2026-07-24,418,Negative 32,He prohibited us from doing actions chosen by astrology,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.32?lang=bi
2026-07-25,419,Negative 33,That He prohibited an incited one from loving the inciter and from listening ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.33?lang=bi
2026-07-25,420,Negative 34,He prohibited us from witchcraft entirely,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.34?lang=bi
2026-07-26,421,Negative 35,That an incited one refrain from lightening the grudge against the inciter,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.35?lang=bi
2026-07-26,422,Negative 36,Not to from inquiring of someone with an ov,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.36?lang=bi
2026-07-27,423,Negative 37,That He prohibited an incited one from saving the inciter when he sees him in...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.37?lang=bi
2026-07-27,424,Negative 38,He prohibited us from inquiring of the dead - as is thought by those that are...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.38?lang=bi
2026-07-28,425,Negative 39,That He prohibited an incited one from arguing the merit of the inciter,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.39?lang=bi
2026-07-28,426,Negative 40,Not to from men adorning themselves with women's ornaments,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.40?lang=bi
2026-07-29,427,Negative 41,That He prohibited an incited one from being silent about something incrimina...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.41?lang=bi
2026-07-29,428,Negative 42,"He prohibited us from wearing a garment woven of wool and linen, like that wh...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.42?lang=bi
2026-07-30,429,Negative 43,Not to from benefiting from the ornaments with which an idol is decorated,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.43?lang=bi
2026-07-30,430,Negative 44,Not to from shaving the beard - and that is [specifically] five parts [of it]...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.44?lang=bi
2026-07-31,431,Negative 45,Not to from rebuilding a condemned city,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.45?lang=bi
2026-07-31,432,Negative 46,"Not to from dwelling in the Land of Egypt forever, so that we not learn from ...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.46?lang=bi
2026-08-01,433,Negative 47,"Not to - that we not benefit from, or at all hold on to, wealth from a condem...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.47?lang=bi
2026-08-01,434,Negative 48,"He prohibited us from making a covenant with the heretics - meaning, with the...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.48?lang=bi
2026-08-02,435,Negative 49,Not to from attaching something from an idol to our wealth,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.49?lang=bi
2026-08-02,436,Negative 50,He prohibited us from at all pitying idolaters and from lauding anything part...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.50?lang=bi
2026-08-03,437,Negative 51,Not to from prophesying in its name,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.51?lang=bi
2026-08-03,438,Negative 52,He prohibited us from marrying heretics,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.52?lang=bi
2026-08-04,439,Negative 53,Not to from prophesying falsely,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.53?lang=bi
2026-08-04,440,Negative 54,Not to from distancing the descendants of Esav after they have entered the [J...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.54?lang=bi
2026-08-05,441,Negative 55,Not to from listening to one who prophesies in the name of an idol,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.55?lang=bi
2026-08-05,442,Negative 56,Not to from ever making peace with Ammon and Moab,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.56?lang=bi
2026-08-06,443,Negative 57,"Not to - that we not be afraid of the false prophet, nor be negligent about k...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.57?lang=bi
2026-08-06,444,Negative 58,"Not to from being afraid of the enemies during the time of war, and that we n...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.58?lang=bi
2026-08-07,445,Negative 59,"He prohibited us from following in the ways of the idolaters, and from behavi...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.59?lang=bi
2026-08-07,446,Negative 60,"Not to from cursing the great God, may He be greatly exalted from that which ...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.60?lang=bi
2026-08-08,447,Negative 61,"He prohibited us from divination - meaning to say, that one moves the faculty...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.61?lang=bi
2026-08-08,448,Negative 62,Not to - that we not make a vain oath,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.62?lang=bi
2026-08-09,449,Negative 63,He prohibited us from doing actions chosen by astrology,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.63?lang=bi
2026-08-09,450,Negative 64,Not to - not to test [His] assurances and threats of which His prophets have ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.64?lang=bi
2026-08-10,451,Negative 65,"Not to from soothsaying, such as the statement of the empty ones - ""I have al...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.65?lang=bi
2026-08-10,452,Negative 66,Not to from leaving one hung on a tree overnight; so that the 'blessing' of G...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.66?lang=bi
2026-08-11,453,Negative 67,He prohibited us from witchcraft entirely,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.67?lang=bi
2026-08-11,454,Negative 68,"That He prohibited the high priest from entering the Temple at any time, due ...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.68?lang=bi
2026-08-12,455,Negative 69,He prohibited us from being a charmer - and that is saying things that they t...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.69?lang=bi
2026-08-12,456,Negative 70,That He prohibited a priest with a permanent blemish to serve [in the Temple],https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.70?lang=bi
2026-08-13,457,Negative 71,Not to from inquiring of someone with an ov,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.71?lang=bi
2026-08-13,458,Negative 72,That He prohibited the Levites from occupying themselves with any of the serv...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.72?lang=bi
2026-08-14,459,Negative 73,Not to from inquiring of a yidaoni,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.73?lang=bi
2026-08-14,460,Negative 74,That He prohibited an outsider (zar) from serving in the Temple - meaning to ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.74?lang=bi
2026-08-15,461,Negative 75,He prohibited us from inquiring of the dead - as is thought by those that are...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.75?lang=bi
2026-08-15,462,Negative 76,That He prohibited a priest that has immersed on that day (tevul yom) from se...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.76?lang=bi
2026-08-16,463,Negative 77,"Not to from being drawn to the practices of the idolaters, such that women we...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.77?lang=bi
2026-08-16,464,Negative 78,That He prohibited any impure person from entering the camp of the Levites - ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.78?lang=bi
2026-08-17,465,Negative 79,Not to from men adorning themselves with women's ornaments,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.79?lang=bi
2026-08-17,466,Negative 80,"Not to from ascending the altar by steps - so that one not take a large step,...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.80?lang=bi
2026-08-18,467,Negative 81,"Not to from inscribing colors - such as blue, violet and others - on our bodi...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.81?lang=bi
2026-08-18,468,Negative 82,Not to from offering any sacrifices on top of the golden altar in the sanctuary,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.82?lang=bi
2026-08-19,469,Negative 83,"He prohibited us from wearing a garment woven of wool and linen, like that wh...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.83?lang=bi
2026-08-19,470,Negative 84,He prohibited us from anointing [anyone] besides the high priests and kings w...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.84?lang=bi
2026-08-20,471,Negative 85,He prohibited us from removing the hair of the temples,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.85?lang=bi
2026-08-20,472,Negative 86,He prohibited us from removing the poles of the ark from the rings,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.86?lang=bi
2026-08-21,473,Negative 87,Not to from shaving the beard - and that is [specifically] five parts [of it]...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.87?lang=bi
2026-08-21,474,Negative 88,"He prohibited us from tearing the edge of the robe of the high priest, but it...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.88?lang=bi
2026-08-22,475,Negative 89,"Not to from making a laceration for the dead in our flesh, like the idol wors...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.89?lang=bi
2026-08-22,476,Negative 90,Not to from slaughtering any of the sacrifices outside,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.90?lang=bi
2026-08-23,477,Negative 91,"Not to from dwelling in the Land of Egypt forever, so that we not learn from ...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.91?lang=bi
2026-08-23,478,Negative 92,He prohibited us from sacrificing animals with blemishes,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.92?lang=bi
2026-08-24,479,Negative 93,He prohibited us that we not wander after our hearts to the point that we bel...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.93?lang=bi
2026-08-24,480,Negative 94,He prohibited us from burning up animals with blemishes,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.94?lang=bi
2026-08-25,481,Negative 95,"He prohibited us from making a covenant with the heretics - meaning, with the...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.95?lang=bi
2026-08-25,482,Negative 96,He prohibited us from offering the sacrifices of gentiles when they are anima...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.96?lang=bi
2026-08-26,483,Negative 97,He prohibited us from keeping someone from the seven nations alive - so that ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.97?lang=bi
2026-08-26,484,Negative 98,He prohibited us from offering leaven or honey,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.98?lang=bi
2026-08-27,485,Negative 99,He prohibited us from at all pitying idolaters and from lauding anything part...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.99?lang=bi
2026-08-27,486,Negative 100,He prohibited us from offering a harlot's fee or the sale revenue for a dog,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.100?lang=bi
2026-08-28,487,Negative 101,"He prohibited us from settling idol worshippers in our land, so that we not l...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.101?lang=bi
2026-08-28,488,Negative 102,He prohibited us from placing olive oil in the meal-offering of a sinner,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.102?lang=bi
2026-08-29,489,Negative 103,He prohibited us from marrying heretics,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.103?lang=bi
2026-08-29,490,Negative 104,He prohibited us from mixing the meal-offering of a sotah (suspected adultere...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.104?lang=bi
2026-08-30,491,Negative 105,Not to from marrying Ammonites and Moabites - exclusively the males - even af...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.105?lang=bi
2026-08-30,492,Negative 106,He prohibited us from substituting consecrated animals,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.106?lang=bi
2026-08-31,493,Negative 107,Not to from distancing the descendants of Esav after they have entered the [J...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.107?lang=bi
2026-08-31,494,Negative 108,He prohibited us from redeeming a pure firstborn animal,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.108?lang=bi
2026-09-01,495,Negative 109,"Not to - not to distance the Egyptians and to abhor marriage to them, after t...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.109?lang=bi
2026-09-01,496,Negative 110,He prohibited us from selling a field which its owners have dedicated - and e...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.110?lang=bi
2026-09-02,497,Negative 111,Not to from ever making peace with Ammon and Moab,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.111?lang=bi
2026-09-02,498,Negative 112,He prohibited us from severing the head of the fowl sin-offering at the time ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.112?lang=bi
2026-09-03,499,Negative 113,"That when we go to besiege a city, He prohibited us from destroying trees in ...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.113?lang=bi
2026-09-03,500,Negative 114,He prohibited us from shearing the wool of consecrated animals,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.114?lang=bi
2026-09-04,501,Negative 115,"Not to from being afraid of the enemies during the time of war, and that we n...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.115?lang=bi
2026-09-04,502,Negative 116,He prohibited us from leaving over the innards of the Pesach-sacrifice that w...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.116?lang=bi
2026-09-05,503,Negative 117,He prohibited us from forgetting that which the descendants of Amalek did to ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.117?lang=bi
2026-09-05,504,Negative 118,He prohibited us from leaving over any of the meat of the festival-offering t...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.118?lang=bi
2026-09-06,505,Negative 119,"Not to from cursing the great God, may He be greatly exalted from that which ...",https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.119?lang=bi
2026-09-06,506,Negative 120,He prohibited us from leaving over any of the meat of the thanksgiving-offeri...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.120?lang=bi
2026-09-07,507,Negative 121,Not to from violating an oath on an utterance,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.121?lang=bi
2026-09-07,508,Negative 122,He prohibited us from breaking one of the bones of the Second Pesach-offering,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.122?lang=bi
2026-09-08,509,Negative 123,Not to - that we not make a vain oath,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.123?lang=bi
2026-09-08,510,Negative 124,He prohibited us from baking the remainders of the meal-offerings leavened (c...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.124?lang=bi
2026-09-09,511,Negative 125,Not to from desecrating [God's] name,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.125?lang=bi
2026-09-09,512,Negative 126,Not to from feeding the Pesach-offering to a resident alien (ger toshav),https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.126?lang=bi
2026-09-10,513,Negative 127,Not to - not to test [His] assurances and threats of which His prophets have ...,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.127?lang=bi
